Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;H index;Total Docs. (2025);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
305;21101128566;"Educacion y Humanismo";journal;"26652420, 01242121";"Simon Bolivar University (Barranquilla)";Yes;Yes;0,137;Q3;4;26;69;1274;29;67;0,32;49,00;41,67;0;Colombia;Latin America;"Simon Bolivar University (Barranquilla)";"2022-2026";"Cultural Studies (Q3); History and Philosophy of Science (Q3); Education (Q4); Gender Studies (Q4)";"Arts and Humanities; Social Sciences"
306;21101196035;"Islas";journal;"00471542, 19976720";"Central University Marta Abreu de las Villas";Yes;Yes;0,136;Q3;3;31;100;1228;6;96;0,04;39,61;51,72;0;Cuba;Latin America;"Central University Marta Abreu de las Villas";"2019-2026";"Literature and Literary Theory (Q2); Arts and Humanities (miscellaneous) (Q3); Linguistics and Language (Q3)";"Arts and Humanities; Social Sciences"
307;21101107571;"Anales de Investigacion en Arquitectura";journal;"23011505, 23011513";"Universidad ORT Uruguay";Yes;Yes;0,136;Q4;3;17;72;469;13;70;0,18;27,59;44,00;0;Uruguay;Latin America;"Universidad ORT Uruguay";"2019-2026";"Architecture (Q3); Geography, Planning and Development (Q4); Urban Studies (Q4)";"Engineering; Social Sciences"
308;21100464746;"Fronteiras";journal;"22388869";"Centro Universitario de Anapolis";Yes;Yes;0,136;Q4;10;89;213;3587;76;205;0,40;40,30;36,43;0;Brazil;Latin America;"Centro Universitario de Anapolis";"2015-2025";"Environmental Science (miscellaneous) (Q4); Social Sciences (miscellaneous) (Q4)";"Environmental Science; Social Sciences"
309;19600165500;"Politica y Gobierno";journal;"14051060, 16652037";"Centro de Investigacion y Docencia Economicas A.C.";Yes;No;0,136;Q4;17;7;47;326;17;40;0,26;46,57;28,57;0;Mexico;Latin America;"Centro de Investigacion y Docencia Economicas A.C.";"2000-2003, 2005-2025";"Political Science and International Relations (Q4)";"Social Sciences"
310;21100371223;"Memorias";journal;"17948886";"Universidad del Norte";Yes;Yes;0,135;Q3;6;18;77;919;18;70;0,24;51,06;51,61;0;Colombia;Latin America;"Universidad del Norte";"2009, 2014-2025";"History (Q2); Archeology (Q3); Archeology (arts and humanities) (Q3)";"Arts and Humanities; Social Sciences"
311;21101062042;"Dikaion";journal;"01208942, 20275366";"Universidad de La Sabana";Yes;Yes;0,135;Q4;4;13;53;483;10;45;0,21;37,15;18,18;0;Colombia;Latin America;"Universidad de La Sabana";"2019-2026";"Philosophy (Q3); Law (Q4)";"Arts and Humanities; Social Sciences"
312;73467;"RA'E GA - O Espaco Geografico em Analise";journal;"21772738, 15164136";"Universidade Federal do Parana";Yes;Yes;0,135;Q4;12;44;87;1503;26;76;0,28;34,16;29,57;0;Brazil;Latin America;"Universidade Federal do Parana";"2002-2006, 2008-2025";"Geography, Planning and Development (Q4)";"Social Sciences"
313;21100942908;"Revista Notas Historicas y Geograficas";journal;"07194404, 0717036X";"Universidad de Playa Ancha -Departamento De Historia";Yes;Yes;0,135;Q4;6;31;118;1228;27;114;0,13;39,61;41,54;0;Chile;Latin America;"Universidad de Playa Ancha -Departamento De Historia";"2019-2025";"History (Q2); Geography, Planning and Development (Q4)";"Arts and Humanities; Social Sciences"
314;21100887850;"Estudos Historicos";journal;"01032186, 21781494";"Fundacao Getulio Vargas";Yes;Yes;0,134;Q3;7;26;102;1124;20;89;0,21;43,23;39,29;0;Brazil;Latin America;"Fundacao Getulio Vargas";"2018-2025";"History (Q2); Literature and Literary Theory (Q2); Cultural Studies (Q3); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
315;21101123075;"Revista Brasileira de Alternative Dispute Resolution";journal;"25963201, 26748835";"EDITORA FORUM LTDA";No;No;0,134;Q4;8;28;93;1009;69;86;0,83;36,04;62,96;0;Brazil;Latin America;"EDITORA FORUM LTDA";"2019-2025";"Law (Q4); Social Sciences (miscellaneous) (Q4)";"Social Sciences"
316;21101028122;"Esbocos";journal;"1414722X, 21757976";"Universidade Federal de Santa Catarina";Yes;Yes;0,133;Q3;5;9;100;349;9;93;0,12;38,78;40,00;0;Brazil;Latin America;"Universidade Federal de Santa Catarina";"2019-2026";"History (Q2); Anthropology (Q3); History and Philosophy of Science (Q3); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
317;21101037322;"Latin-American Journal of Discourse Studies";journal;"24479543";"Latinamerican Association of Discourse Studies";Yes;Yes;0,133;Q3;4;20;61;679;12;56;0,11;33,95;53,33;0;Brazil;Latin America;"Latinamerican Association of Discourse Studies";"2019-2025";"Linguistics and Language (Q3); Communication (Q4)";"Social Sciences"
318;24313;"Revista de Historia Americana y Argentina";journal;"05565960, 23141549";"Universidad Nacional de Cuyo";Yes;Yes;0,133;Q3;2;19;52;693;5;50;0,09;36,47;44,44;0;Argentina;Latin America;"Universidad Nacional de Cuyo";"1980, 1983, 1985, 2002, 2021-2025";"History (Q2); Cultural Studies (Q3)";"Arts and Humanities; Social Sciences"
319;21100836285;"Sociologia e Antropologia";journal;"22383875";"Universidade Federal do Rio de Janeiro";Yes;Yes;0,133;Q3;8;37;116;1802;19;116;0,15;48,70;48,98;0;Brazil;Latin America;"Universidade Federal do Rio de Janeiro";"2017-2025";"Anthropology (Q3); Cultural Studies (Q3); Social Sciences (miscellaneous) (Q4)";"Social Sciences"
320;12100157018;"Cuadernos de Economia (Colombia)";journal;"22484337, 01214772";"Universidad Nacional de Colombia";Yes;Yes;0,133;Q4;14;46;82;2124;23;82;0,27;46,17;45,45;0;Colombia;Latin America;"Universidad Nacional de Colombia";"2007-2025";"Arts and Humanities (miscellaneous) (Q3); Economics, Econometrics and Finance (miscellaneous) (Q4); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
321;21100904807;"Revista Conhecimento Online";journal;"21768501";"UNIVERSIDADE FEEVALE";Yes;Yes;0,133;Q4;5;25;80;946;28;77;0,31;37,84;43,75;0;Brazil;Latin America;"UNIVERSIDADE FEEVALE";"2019-2025";"Education (Q4); Multidisciplinary (Q4)";"Multidisciplinary; Social Sciences"
322;21101067418;"Revista de Direito da Faculdade Guanambi";journal;"24476536";"Centro Universitario FG (UNIFG)";Yes;Yes;0,133;Q4;3;0;1;0;0;1;0,00;0,00;0,00;0;Brazil;Latin America;"Centro Universitario FG (UNIFG)";"2019-2022";"Law (Q4); Social Sciences (miscellaneous) (Q4)";"Social Sciences"
323;21100239819;"Historia da Educacao";journal;"14143518, 22363459";"Associacao Sul Rio Grandense de Pesquisadores em Historia da Educacao";Yes;Yes;0,132;Q4;8;36;116;1152;10;112;0,09;32,00;57,58;0;Brazil;Latin America;"Associacao Sul Rio Grandense de Pesquisadores em Historia da Educacao";"2013-2025";"Education (Q4)";"Social Sciences"
324;5100155067;"Revista de Estudios Historico-Juridicos";journal;"07176260, 07165455";"Ediciones Universitarias de Valparaiso";Yes;Yes;0,132;Q4;10;0;96;0;10;96;0,02;0,00;0,00;0;Chile;Latin America;"Ediciones Universitarias de Valparaiso";"1997-2024";"History (Q3); Law (Q4)";"Arts and Humanities; Social Sciences"
325;21101145683;"Mexico y la Cuenca del Pacifico";journal;"16650174, 20075308";"Universidad de Guadalajara";No;No;0,131;Q4;5;12;46;621;19;46;0,44;51,75;35,00;0;Mexico;Latin America;"Universidad de Guadalajara";"2019-2026";"Political Science and International Relations (Q4); Social Sciences (miscellaneous) (Q4)";"Social Sciences"
326;21101021403;"Mexican Law Review";journal;"18700578, 24485306";"Universidad Nacional Autonoma de Mexico";No;No;0,130;Q4;4;11;32;568;17;31;0,71;51,64;53,85;0;Mexico;Latin America;"Universidad Nacional Autonoma de Mexico";"2011, 2014, 2019-2026";"Law (Q4)";"Social Sciences"
327;21100842562;"Estudios de Literatura Colombiana";journal;"01234412";"Universidad de Antioquia";Yes;Yes;0,129;Q3;3;26;82;548;12;76;0,19;21,08;41,67;0;Colombia;Latin America;"Universidad de Antioquia";"2017-2026";"Literature and Literary Theory (Q2); Arts and Humanities (miscellaneous) (Q3); History (Q3); Linguistics and Language (Q3); Electrical and Electronic Engineering (Q4)";"Arts and Humanities; Engineering; Social Sciences"
328;21100401234;"Anuario Mexicano de Derecho Internacional";journal;"24487872, 18704654";"Universidad Nacional Autonoma de Mexico";Yes;Yes;0,129;Q4;8;15;73;967;17;72;0,18;64,47;15,38;0;Mexico;Latin America;"Universidad Nacional Autonoma de Mexico";"2014-2026";"Law (Q4)";"Social Sciences"
329;21100942831;"Bibliotecas, Anales de Investigacion";journal;"16838947, 0006176X";"Biblioteca Nacional de Cuba Jose Marti";Yes;Yes;0,129;Q4;9;6;173;249;38;171;0,19;41,50;38,46;0;Cuba;Latin America;"Biblioteca Nacional de Cuba Jose Marti";"2019-2025";"Library and Information Sciences (Q4)";"Social Sciences"
330;21100858711;"Brazilian Journal of International Law";journal;"2236997X, 22371036";"Centro Universitario de Brasilia";Yes;Yes;0,129;Q4;7;34;169;1902;36;162;0,24;55,94;50,00;0;Brazil;Latin America;"Centro Universitario de Brasilia";"2016-2025";"Law (Q4); Political Science and International Relations (Q4)";"Social Sciences"
331;21101302091;"Opinion Juridica";journal;"22484078";"University of Medellin";Yes;No;0,129;Q4;3;27;93;1170;8;93;0,02;43,33;37,04;0;Colombia;Latin America;"University of Medellin";"2021-2025";"Law (Q4)";"Social Sciences"
332;21100222564;"Proceedings of the Brazilian Symposium on GeoInformatics";conference and proceedings;"21794847";"National Institute for Space Research, INPE";No;No;0,128;-;8;41;126;673;8;122;0,08;16,41;30,63;0;Brazil;Latin America;"National Institute for Space Research, INPE";"2007-2008, 2010-2023, 2025";"Earth and Planetary Sciences (miscellaneous); Geography, Planning and Development; Information Systems";"Computer Science; Earth and Planetary Sciences; Social Sciences"
333;19400157126;"Secuencia";journal;"23958464, 01860348";"Instituto de Investigaciones Dr. Jose Maria Luis Mora";Yes;Yes;0,127;Q3;6;30;125;1403;24;125;0,23;46,77;30,30;0;Mexico;Latin America;"Instituto de Investigaciones Dr. Jose Maria Luis Mora";"1987, 1989, 2001-2002, 2016-2025";"Cultural Studies (Q3); History (Q3); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
334;21101065652;"Revista del Cuerpo Medico Hospital Nacional Almanzor Aguinaga Asenjo";journal;"22255109, 22274731";"";No;No;0,127;Q4;9;74;309;1708;71;261;0,18;23,08;30,83;0;Peru;Latin America;"";"2019-2026";"Health Policy (Q4); Health (social science) (Q4); Medicine (miscellaneous) (Q4); Public Health, Environmental and Occupational Health (Q4)";"Medicine; Social Sciences"
335;21101347026;"Politicas de la Memoria";journal;"16684885, 26837234";"Centro de Documentacian e Investigacian de la Cultura de Izquierdas";Yes;No;0,126;Q3;2;35;80;546;6;61;0,08;15,60;34,78;0;Argentina;Latin America;"Centro de Documentacian e Investigacian de la Cultura de Izquierdas";"2021-2025";"Cultural Studies (Q3); History (Q3); History and Philosophy of Science (Q4)";"Arts and Humanities; Social Sciences"
336;21100923520;"Avances del Cesor";journal;"15143899, 24226580";"Investigaciones-Sociohistoricas Regionales";Yes;Yes;0,126;Q4;5;7;52;239;4;51;0,09;34,14;25,00;0;Argentina;Latin America;"Investigaciones-Sociohistoricas Regionales";"2019-2025";"History (Q3); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
337;21100828026;"Comunicacao Midia e Consumo";journal;"19837070, 18064981";"Superior School of Advertising and Marketing";Yes;Yes;0,126;Q4;4;19;77;662;15;76;0,21;34,84;44,83;0;Brazil;Latin America;"Superior School of Advertising and Marketing";"2017-2025";"Communication (Q4)";"Social Sciences"
338;21101151818;"Medicina y Laboratorio";journal;"25007106, 01232576";"Universidad de Antioquia";Yes;Yes;0,126;Q4;4;0;62;0;16;50;0,28;0,00;0,00;0;Colombia;Latin America;"Universidad de Antioquia";"2020-2023";"Education (Q4); Medical Laboratory Technology (Q4); Medicine (miscellaneous) (Q4)";"Health Professions; Medicine; Social Sciences"
339;21101032724;"Modulo Arquitectura CUC";journal;"23897732, 01246542";"Universidad de la Costa";No;No;0,126;Q4;4;16;48;742;13;48;0,24;46,38;41,38;0;Colombia;Latin America;"Universidad de la Costa";"2019-2025";"Visual Arts and Performing Arts (Q2); Arts and Humanities (miscellaneous) (Q3); Architecture (Q4); Urban Studies (Q4)";"Arts and Humanities; Engineering; Social Sciences"
340;5800207821;"Estudios Filologicos";journal;"00711713, 07176171";"Universidad Austral de Chile";Yes;Yes;0,125;Q3;12;13;87;440;19;86;0,21;33,85;50,00;0;Chile;Latin America;"Universidad Austral de Chile";"2007-2025";"Literature and Literary Theory (Q2); Linguistics and Language (Q3)";"Arts and Humanities; Social Sciences"
341;21101061987;"Revista Chilena de Fonoaudiologia";journal;"07174659, 07194692";"Universidad de Chile";Yes;Yes;0,125;Q3;4;10;73;431;19;70;0,20;43,10;70,59;0;Chile;Latin America;"Universidad de Chile";"2019-2025";"Linguistics and Language (Q3); Otorhinolaryngology (Q4); Rehabilitation (Q4); Speech and Hearing (Q4)";"Health Professions; Medicine; Social Sciences"
342;5600153164;"Cadernos Pagu";journal;"01048333";"Universidade Estadual de Campinas UNICAMP";Yes;Yes;0,125;Q4;23;31;135;1253;17;107;0,10;40,42;83,78;0;Brazil;Latin America;"Universidade Estadual de Campinas UNICAMP";"2008-2025";"Gender Studies (Q4)";"Social Sciences"
343;21101101867;"Culturales";journal;"2448539X, 18701191";"Universidad Autonoma de Baja California";Yes;Yes;0,125;Q4;3;11;28;539;12;25;0,15;49,00;50,00;0;Mexico;Latin America;"Universidad Autonoma de Baja California";"2019-2025";"Arts and Humanities (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
344;21100893272;"Lecturas de Economia";journal;"23230622, 01202596";"Universidad de Antioquia";Yes;Yes;0,125;Q4;10;15;67;437;21;66;0,41;29,13;27,27;0;Colombia;Latin America;"Universidad de Antioquia";"2005-2026";"Business, Management and Accounting (miscellaneous) (Q4); Economics and Econometrics (Q4); Finance (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4); Statistics, Probability and Uncertainty (Q4)";"Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance; Social Sciences"
345;80799;"Revista Geografica Venezolana";journal;"22448853, 10121617";"Universidad de los Andes";Yes;No;0,125;Q4;11;14;95;494;14;87;0,13;35,29;21,88;0;Venezuela;Latin America;"Universidad de los Andes";"1981, 1985-2025";"Earth-Surface Processes (Q4); Geography, Planning and Development (Q4)";"Earth and Planetary Sciences; Social Sciences"
346;21100856632;"Zaranda de Ideas";journal;"24083801, 18531296";"Asociacion de Arqueologos Profesionales de la Republica Argentina";Yes;Yes;0,124;Q3;6;4;17;157;2;17;0,00;39,25;25,00;0;Argentina;Latin America;"Asociacion de Arqueologos Profesionales de la Republica Argentina";"2013-2022, 2024";"Archeology (Q3); Archeology (arts and humanities) (Q3); Anthropology (Q4)";"Arts and Humanities; Social Sciences"
347;21100312021;"Antiguo Oriente";journal;"16679202";"Archaeopress";No;No;0,123;Q3;11;0;22;0;1;20;0,06;0,00;0,00;0;Argentina;Latin America;"Archaeopress";"2009-2024";"Classics (Q2); Archeology (Q3); Archeology (arts and humanities) (Q3); History (Q3)";"Arts and Humanities; Social Sciences"
348;21101049619;"Cuadernos Medievales";journal;"24227471, 24516821";"Universidad Nacional de Mar del Plata";Yes;Yes;0,123;Q3;2;5;38;535;6;38;0,14;107,00;33,33;0;Argentina;Latin America;"Universidad Nacional de Mar del Plata";"2019-2025";"Visual Arts and Performing Arts (Q2); Archeology (Q3); Archeology (arts and humanities) (Q3); History (Q3); Philosophy (Q3); Religious Studies (Q3)";"Arts and Humanities; Social Sciences"
349;21101139564;"Metafora";journal;"26174839";"Asociacion Peruana de Retorica";Yes;Yes;0,123;Q3;2;27;94;784;5;85;0,06;29,04;33,33;0;Peru;Latin America;"Asociacion Peruana de Retorica";"2019-2025";"Literature and Literary Theory (Q2); Linguistics and Language (Q3)";"Arts and Humanities; Social Sciences"
350;21101147597;"Revista Brasileira de Meio Ambiente";journal;"25954431";"Reativar Ambiental";Yes;Yes;0,123;Q4;5;25;111;1230;38;110;0,30;49,20;36,00;0;Brazil;Latin America;"Reativar Ambiental";"2019-2026";"Education (Q4); Environmental Science (miscellaneous) (Q4)";"Environmental Science; Social Sciences"
351;7500153124;"Revista Ciencias de la Salud";journal;"21454507, 16927273";"Universidad del Rosario";Yes;Yes;0,123;Q4;15;38;102;1478;26;95;0,23;38,89;54,29;0;Colombia;Latin America;"Universidad del Rosario";"2007-2025";"Health Policy (Q4); Health (social science) (Q4); Medicine (miscellaneous) (Q4)";"Medicine; Social Sciences"
352;24967;"Estudios de Cultura Nahuatl";journal;"00711675";"Universidad Nacional Autonoma de Mexico";No;No;0,122;Q4;6;19;81;787;12;70;0,12;41,42;60,00;1;Mexico;Latin America;"Universidad Nacional Autonoma de Mexico";"1971-1972, 2014-2017, 2019-2026";"History (Q3); Anthropology (Q4)";"Arts and Humanities; Social Sciences"
353;17700155703;"Revista 180";journal;"07182309";"Universidad Diego Portales";Yes;Yes;0,122;Q4;9;15;68;416;9;63;0,12;27,73;22,58;0;Chile;Latin America;"Universidad Diego Portales";"2005-2025";"Visual Arts and Performing Arts (Q2); Architecture (Q4); Urban Studies (Q4)";"Arts and Humanities; Engineering; Social Sciences"
354;21101098754;"Isonomia";journal;"14050218, 26832593";"Instituto Tecnologico Autonomo de Mexico";No;No;0,121;Q4;4;19;53;1090;11;51;0,21;57,37;29,63;0;Mexico;Latin America;"Instituto Tecnologico Autonomo de Mexico";"2019-2025";"Philosophy (Q3); Law (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
355;21101045035;"Revista Opiniao Juridica";journal;"24476641, 18060420";"Centro Universitario Christus";Yes;Yes;0,121;Q4;5;26;72;1007;12;72;0,09;38,73;29,41;0;Brazil;Latin America;"Centro Universitario Christus";"2019-2025";"Law (Q4)";"Social Sciences"
356;21101158608;"Bibliotecas";journal;"14093049, 16593286";"Universidad Nacional";Yes;Yes;0,120;Q4;3;8;24;288;6;24;0,18;36,00;31,25;0;Costa Rica;Latin America;"Universidad Nacional";"2019-2025";"Library and Information Sciences (Q4)";"Social Sciences"
357;19700173013;"Co-herencia";journal;"17945887";"Universidad EAFIT";Yes;Yes;0,120;Q4;9;13;85;561;17;81;0,16;43,15;6,67;0;Colombia;Latin America;"Universidad EAFIT";"2009-2025";"Literature and Literary Theory (Q2); Visual Arts and Performing Arts (Q2); History (Q3); Music (Q3); Philosophy (Q3); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
358;21101178117;"Revista del Nacional (Itaugua)";journal;"23073640, 20728174";"Republica del Paraguay Ministry of Public Health and Social Welfare";Yes;Yes;0,119;Q4;4;36;88;884;15;78;0,22;24,56;58,96;0;Paraguay;Latin America;"Republica del Paraguay Ministry of Public Health and Social Welfare";"2019-2025";"Health Professions (miscellaneous) (Q4); Health (social science) (Q4); Public Health, Environmental and Occupational Health (Q4)";"Health Professions; Medicine; Social Sciences"
359;5600152968;"Caderno CRH";journal;"01034979, 19838239";"EDUFBA - Editora Universttaria";Yes;Yes;0,118;Q3;15;93;112;4132;13;103;0,12;44,43;40,00;0;Brazil;Latin America;"EDUFBA - Editora Universttaria";"2009-2025";"Cultural Studies (Q3); Sociology and Political Science (Q4)";"Social Sciences"
360;21100235613;"ACDI Anuario Colombiano de Derecho Internacional";journal;"20271131, 21454493";"Universidad del Rosario";Yes;Yes;0,117;Q4;5;7;35;453;4;16;0,12;64,71;50,00;0;Colombia;Latin America;"Universidad del Rosario";"2012-2025";"Law (Q4)";"Social Sciences"
361;21101120357;"AtoZ";journal;"2237826X";"Programa de Pos-Graduacao em Gestao da Informacao, Universidade Federal do Parana";Yes;Yes;0,117;Q4;5;26;95;901;14;94;0,12;34,65;54,72;0;Brazil;Latin America;"Programa de Pos-Graduacao em Gestao da Informacao, Universidade Federal do Parana";"2019-2025";"Information Systems (Q4); Library and Information Sciences (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Computer Science; Social Sciences"
362;4500151519;"Cadernos CEDES";journal;"01013262";"Centro de Estudos Educacao e Sociedade - CEDES";Yes;Yes;0,117;Q4;13;33;92;1055;16;84;0,21;31,97;65,85;0;Brazil;Latin America;"Centro de Estudos Educacao e Sociedade - CEDES";"2006-2026";"Education (Q4)";"Social Sciences"
363;20600195529;"Revista Colombiana de Sociologia";journal;"0120159X, 22565485";"Universidad Nacional de Colombia";Yes;Yes;0,117;Q4;9;18;78;634;19;74;0,24;35,22;40,00;0;Colombia;Latin America;"Universidad Nacional de Colombia";"2018-2025";"Arts and Humanities (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
364;21100218077;"Anclajes";journal;"03293807, 18514669";"Instituto de Investigaciones Literarias y Discursivas, Universidad Nacional de La Pampa";Yes;Yes;0,116;Q3;6;27;84;755;14;84;0,16;27,96;57,69;0;Argentina;Latin America;"Instituto de Investigaciones Literarias y Discursivas, Universidad Nacional de La Pampa";"2012-2026";"Cultural Studies (Q3); Literature and Literary Theory (Q3); Linguistics and Language (Q4)";"Arts and Humanities; Social Sciences"
365;8100153108;"Revista Brasileira de Historia";journal;"01020188, 18069347";"Associacao Nacional de Historia";Yes;Yes;0,116;Q3;13;26;163;1162;26;157;0,14;44,69;56,67;0;Brazil;Latin America;"Associacao Nacional de Historia";"1999, 2001, 2007-2025";"Cultural Studies (Q3); History (Q3); Geography, Planning and Development (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
366;19700188119;"Educacion Quimica";journal;"18708404, 0187893X";"Facultad de Quimica, UNAM";Yes;Yes;0,116;Q4;18;0;187;0;56;175;0,24;0,00;0,00;0;Mexico;Latin America;"Facultad de Quimica, UNAM";"2009-2017, 2019-2024";"Chemistry (miscellaneous) (Q4); Education (Q4)";"Chemistry; Social Sciences"
367;21100877661;"Civitas";journal;"19847289, 15196089";"Edipucrs";Yes;Yes;0,115;Q3;8;35;111;1196;17;111;0,15;34,17;66,67;0;Brazil;Latin America;"Edipucrs";"2018-2026";"Cultural Studies (Q3); Anthropology (Q4); Development (Q4); Sociology and Political Science (Q4)";"Social Sciences"
368;21101116673;"Perifrasis";journal;"21458987, 21459045";"Universidad de los Andes, Colombia";Yes;Yes;0,115;Q3;4;30;73;721;5;62;0,02;24,03;70,83;0;Colombia;Latin America;"Universidad de los Andes, Colombia";"2011, 2019-2026";"Cultural Studies (Q3); Literature and Literary Theory (Q3); Gender Studies (Q4)";"Arts and Humanities; Social Sciences"
369;21101120351;"Dearq";journal;"20113188, 2215969X";"Universidad de los Andes, Colombia";Yes;Yes;0,115;Q4;5;23;79;344;13;63;0,12;14,96;46,15;0;Colombia;Latin America;"Universidad de los Andes, Colombia";"2019-2025";"Architecture (Q4); Geography, Planning and Development (Q4); Urban Studies (Q4)";"Engineering; Social Sciences"
370;21100229263;"Juridicas";journal;"17942918";"Universidad de Caldas";Yes;Yes;0,115;Q4;6;0;87;0;13;81;0,17;0,00;0,00;0;Colombia;Latin America;"Universidad de Caldas";"2012-2024";"Law (Q4)";"Social Sciences"
371;21101123942;"Legado de Arquitectura y Diseno";journal;"20073615, 2448749X";"Universidad Autonoma del Estado de Mexico";Yes;Yes;0,115;Q4;3;0;96;0;19;96;0,22;0,00;0,00;0;Mexico;Latin America;"Universidad Autonoma del Estado de Mexico";"2019-2024";"Arts and Humanities (miscellaneous) (Q3); Visual Arts and Performing Arts (Q3); Architecture (Q4); Urban Studies (Q4)";"Arts and Humanities; Engineering; Social Sciences"
372;21101040219;"Revista de Estudos Empiricos em Direito";journal;"23190817";"Instituto Rede de Pesquisa Empirica em Direito";Yes;Yes;0,115;Q4;3;30;91;983;9;88;0,06;32,77;60,78;0;Brazil;Latin America;"Instituto Rede de Pesquisa Empirica em Direito";"2019-2025";"Law (Q4)";"Social Sciences"
373;21100899925;"Nomadas";journal;"25394762, 01217550";"Universidad Central";Yes;Yes;0,114;Q3;8;0;49;0;8;46;0,06;0,00;0,00;0;Colombia;Latin America;"Universidad Central";"2018-2024";"Cultural Studies (Q3); Philosophy (Q3); Anthropology (Q4); Education (Q4); Psychology (miscellaneous) (Q4); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Psychology; Social Sciences"
374;21100202508;"Revista Brasileira de Orientacao Profissional";journal;"16793390, 19847270";"Associacao Brasileira de Orientadores Profissionais";Yes;Yes;0,114;Q4;13;0;59;0;12;55;0,09;0,00;0,00;0;Brazil;Latin America;"Associacao Brasileira de Orientadores Profissionais";"2011-2024";"Applied Psychology (Q4); Education (Q4); Organizational Behavior and Human Resource Management (Q4)";"Business, Management and Accounting; Psychology; Social Sciences"
375;21101068581;"Revista de Contabilidade e Organizacoes";journal;"19826486";"Universidade De Sao Paulo";Yes;Yes;0,114;Q4;5;11;59;410;13;51;0,23;37,27;36,00;0;Brazil;Latin America;"Universidade De Sao Paulo";"2019-2025";"Accounting (Q4); Education (Q4); Management of Technology and Innovation (Q4); Organizational Behavior and Human Resource Management (Q4)";"Business, Management and Accounting; Social Sciences"
376;21101152607;"Revista de Historia (Costa Rica)";journal;"22154744";"Universidad Nacional";Yes;Yes;0,113;Q3;3;23;45;1076;6;44;0,21;46,78;36,84;0;Costa Rica;Latin America;"Universidad Nacional";"2019-2025";"Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3); History (Q3)";"Arts and Humanities; Social Sciences"
377;21101377431;"Arboles y Rizomas";journal;"07199805";"Universidad de Santiago de Chile";Yes;No;0,113;Q4;2;35;54;1100;7;47;0,19;31,43;63,16;0;Chile;Latin America;"Universidad de Santiago de Chile";"2022-2025";"Literature and Literary Theory (Q3); Education (Q4); Linguistics and Language (Q4)";"Arts and Humanities; Social Sciences"
378;21100447115;"Austral: Brazilian Journal of Strategy and International Relations";journal;"22386262, 22386912";"Universidade Federal do Rio Grande do Sul";Yes;Yes;0,113;Q4;8;9;60;371;13;54;0,21;41,22;22,22;0;Brazil;Latin America;"Universidade Federal do Rio Grande do Sul";"2012-2025";"Political Science and International Relations (Q4)";"Social Sciences"
379;21100203943;"Cuadernos de Musica, Artes Visuales y Artes Escenicas";journal;"17946670, 22159959";"Pontificia Universidad Javeriana";No;No;0,113;Q4;7;29;77;847;17;62;0,13;29,21;56,52;0;Colombia;Latin America;"Pontificia Universidad Javeriana";"2012-2026";"Music (Q3); Visual Arts and Performing Arts (Q3); Linguistics and Language (Q4)";"Arts and Humanities; Social Sciences"
380;21100811503;"Revista de Estudos Constitucionais, Hermeneutica e Teoria do Direito";journal;"21752168";"Universidade do Vale do Rio dos Sinos";Yes;Yes;0,113;Q4;5;18;89;529;10;88;0,14;29,39;28,57;0;Brazil;Latin America;"Universidade do Vale do Rio dos Sinos";"2016-2026";"Law (Q4)";"Social Sciences"
381;21101023315;"Praksis";journal;"24481939";"UNIVERSIDADE FEEVALE";Yes;Yes;0,112;Q4;4;35;71;1165;8;69;0,11;33,29;56,14;0;Brazil;Latin America;"UNIVERSIDADE FEEVALE";"2019-2026";"History (Q3); Education (Q4); Linguistics and Language (Q4)";"Arts and Humanities; Social Sciences"
382;21100840936;"Revista Luna Azul";journal;"19092474, 01225391";"Universidad de Caldas";Yes;No;0,112;Q4;8;11;61;397;6;57;0,12;36,09;54,55;0;Colombia;Latin America;"Universidad de Caldas";"2017-2025";"Education (Q4); Environmental Science (miscellaneous) (Q4)";"Environmental Science; Social Sciences"
